Title;Year;paperId;Abstract;Citations;Article_Age;Citation_Velocity;PageRank;Score_Citations;Score_Velocity;Score_PageRank;Score_Trend;Super_Score
Artificial Intelligence in Natural Product Drug Discovery: Current Applications and Future Perspectives;2025;09b213eb39f031e8588b0ac940c3443c073ca40e;Drug discovery, a multifaceted process from compound identification to regulatory approval, historically plagued by inefficiencies and time lags due to limited data utilization, now faces urgent demands for accelerated lead compound identification. Innovations in biological data and computational chemistry have spurred a shift from trial-and-error methods to holistic approaches to medicinal chemistry. Computational techniques, particularly artificial intelligence (AI), notably machine learning (ML) and deep learning (DL), have revolutionized drug development, enhancing data analysis and predictive modeling. Natural products (NPs) have long served as rich sources of biologically active compounds, with many successful drugs originating from them. Advances in information science expanded NP-related databases, enabling deeper exploration with AI. Integrating AI into NP drug discovery promises accelerated discoveries, leveraging AI’s analytical prowess, including generative AI for data synthesis. This perspective illuminates AI’s current landscape in NP drug discovery, addressing strengths, limitations, and future trajectories to advance this vital research domain.;111;1;111.0;0.00013598210588705505;0.05119926199261993;0.05119926199261993;0.8908340581453408;0.05119926199261993;0.6389436192995246
Adoption of artificial intelligence in healthcare: survey of health system priorities, successes, and challenges;2025;ca30d680596418a00865cf0a123847783583fb27;Abstract Importance The US healthcare system faces significant challenges, including clinician burnout, operational inefficiencies, and concerns about patient safety. Artificial intelligence (AI), particularly generative AI, has the potential to address these challenges, but its adoption, effectiveness, and barriers to implementation are not well understood. Objective To evaluate the current state of AI adoption in US healthcare systems, assess successes and barriers to implementation during the early generative AI era. Design, setting, and participants This cross-sectional survey was conducted in Fall 2024, and included 67 health systems members of the Scottsdale Institute, a collaborative of US non-profit healthcare organizations. Forty-three health systems completed the survey (64% response rate). Respondents provided data on the deployment status and perceived success of 37 AI use cases across 10 categories. Main outcomes and measures The primary outcomes were the extent of AI use case development, piloting, or deployment, the degree of reported success for AI use cases, and the most significant barriers to adoption. Results Across the 43 responding health systems, AI adoption and perceptions of success varied significantly. Ambient Notes, a generative AI tool for clinical documentation, was the only use case with 100% of respondents reporting adoption activities, and 53% reported a high degree of success with using AI for Clinical Documentation. Imaging and radiology emerged as the most widely deployed clinical AI use case, with 90% of organizations reporting at least partial deployment, although successes with diagnostic use cases were limited. Similarly, many organizations have deployed AI for clinical risk stratification such as early sepsis detection, but only 38% report high success in this area. Immature AI tools were identified a significant barrier to adoption, cited by 77% of respondents, followed by financial concerns (47%) and regulatory uncertainty (40%). Conclusions and relevance Ambient Notes is rapidly advancing in US healthcare systems and demonstrating early success. Other AI use cases show varying degrees of adoption and success, constrained by barriers such as immature AI tools, financial concerns, and regulatory uncertainty. Addressing these challenges through robust evaluations, shared strategies, and governance models will be essential to ensure effective integration and adoption of AI into healthcare practice.;110;1;110.0;0.00013598210588705505;0.0507380073800738;0.0507380073800738;0.8908340581453408;0.050738007380073794;0.6388052429157607
A Review of 6G and AI Convergence: Enhancing Communication Networks With Artificial Intelligence;2025;ef4786ac4ca65235e62c3cd04625096e3e6528f2;This paper explores the integration of Artificial Intelligence into 6G networks, focusing on optimizing communication, resource allocation, and enhancing security. As communication systems transition from 5G to 6G, Artificial Intelligence’s role in addressing the increasing complexity of network management becomes pivotal. The paper reviews key AI technologies such as machine learning, deep learning, and reinforcement learning, demonstrating their applications in predictive maintenance, traffic management, and energy efficiency optimization. It also highlights how Artificial Intelligence enables intelligent network slicing, spectrum management, and resource allocation through dynamic algorithms. Furthermore, Artificial Intelligence-driven solutions are presented for addressing security concerns in 6G networks, focusing on intrusion detection, anomaly detection, and blockchain-based decentralized security. Challenges such as computational overhead, data privacy, and ethical concerns in implementing Artificial Intelligence in 6G systems are also discussed, along with future directions, including quantum AI and federated learning. This paper provides a comprehensive analysis of how Artificial Intelligence can enhance the capabilities of 6G networks, ensuring improved performance, security, and scalability for future communication technologies.;110;1;110.0;0.00013598210588705505;0.0507380073800738;0.0507380073800738;0.8908340581453408;0.050738007380073794;0.6388052429157607
Evaluation of an Ambient Artificial Intelligence Documentation Platform for Clinicians;2025;f6d12111b285c631c9cf329da0996628adb94daa;This quality improvement study investigates the association of an ambient artificial intelligence documentation platform with clinician work time and well-being.;108;1;108.0;0.00013598210588705505;0.04981549815498155;0.04981549815498155;0.8908340581453408;0.04981549815498155;0.638528490148233
Artificial Intelligence in Sports Biomechanics: A Scoping Review on Wearable Technology, Motion Analysis, and Injury Prevention;2025;befb1f459c5a05fc6697764f2ac71daccd962b54;Aim: This scoping review examines the application of artificial intelligence (AI) in sports biomechanics, with a focus on enhancing performance and preventing injuries. The review addresses key research questions, including primary AI methods, their effectiveness in improving athletic performance, their potential for injury prediction, sport-specific applications, strategies for translating knowledge, ethical considerations, and remaining research gaps. Following the PRISMA-ScR guidelines, a comprehensive literature search was conducted across five databases (PubMed/MEDLINE, Web of Science, IEEE Xplore, Scopus, and SPORTDiscus), encompassing studies published between January 2015 and December 2024. After screening 3248 articles, 73 studies met the inclusion criteria (Cohen’s kappa = 0.84). Data were collected on AI techniques, biomechanical parameters, performance metrics, and implementation details. Results revealed a shift from traditional statistical models to advanced machine learning methods. Based on moderate-quality evidence from 12 studies, convolutional neural networks reached 94% agreement with international experts in technique assessment. Computer vision demonstrated accuracy within 15 mm compared to marker-based systems (6 studies, moderate quality). AI-driven training plans showed 25% accuracy improvements (4 studies, limited evidence). Random forest models predicted hamstring injuries with 85% accuracy (3 studies, moderate quality). Learning management systems enhanced knowledge transfer, raising coaches’ understanding by 45% and athlete adherence by 3.4 times. Implementing integrated AI systems resulted in a 23% reduction in reinjury rates. However, significant challenges remain, including standardizing data, improving model interpretability, validating models in real-world settings, and integrating them into coaching routines. In summary, incorporating AI into sports biomechanics marks a groundbreaking advancement, providing analytical capabilities that surpass traditional techniques. Future research should focus on creating explainable AI, applying rigorous validation methods, handling data ethically, and ensuring equitable access to promote the widespread and responsible use of AI across all levels of competitive sports.;107;1;107.0;0.00013598210588705505;0.04935424354243542;0.04935424354243542;0.8908340581453408;0.04935424354243542;0.6383901137644692
Generative artificial intelligence (GenAI) revolution: A deep dive into GenAI adoption;2025;21958b7d00de5099116c04938dd8ad44a93e2b6a;This study examines key reasons (for and against) that influence business-to-business (B2B) managers ’ intention to adopt generative artificial intelligence (GenAI). We also investigate how GenAI adoption influences firm performance, along with the moderating effect of ethical leadership. Study 1 undertakes a series of in-depth interviews, yielding a set of hypotheses that are tested in Study 2. A total of 277 responses was collected from respondents in the USA, the UK, Canada, India, Australia, Malaysia, and Japan to test the proposed model using structural equation modeling. The findings highlight that need for uniqueness, information completeness, convenience, and deceptiveness significantly impact GenAI adoption. The results also highlight that GenAI adoption boosts firm performance. Finally, ethical leadership was found to moderate the effect of GenAI adoption on firm performance. This study enriches the GenAI, technology adoption, and behavioral reasoning theory literatures while also providing pertinent insights for firms intending to adopt GenAI.;106;1;106.0;0.00013598210588705505;0.048892988929889296;0.048892988929889296;0.8908340581453408;0.04889298892988929;0.6382517373807053
A systematic review on the integration of explainable artificial intelligence in intrusion detection systems to enhancing transparency and interpretability in cybersecurity;2025;25c6acf8f7105d41176c3cc589a01731d71e513e;The rise of sophisticated cyber threats has spurred advancements in Intrusion Detection Systems (IDS), which are crucial for identifying and mitigating security breaches in real-time. Traditional IDS often rely on complex machine learning algorithms that lack transparency despite their high accuracy, creating a “black box” effect that can hinder the analysts’ understanding of their decision-making processes. Explainable Artificial Intelligence (XAI) offers a promising solution by providing interpretability and transparency, enabling security professionals to understand better, trust, and optimize IDS models. This paper presents a systematic review of the integration of XAI in IDS, focusing on enhancing transparency and interpretability in cybersecurity. Through a comprehensive analysis of recent studies, this review identifies commonly used XAI techniques, evaluates their effectiveness within IDS frameworks, and examines their benefits and limitations. Findings indicate that rule-based and tree-based XAI models are preferred for their interpretability, though trade-offs with detection accuracy remain challenging. Furthermore, the review highlights critical gaps in standardization and scalability, emphasizing the need for hybrid models and real-time explainability. The paper concludes with recommendations for future research directions, suggesting improvements in XAI techniques tailored for IDS, standardized evaluation metrics, and ethical frameworks prioritizing security and transparency. This review aims to inform researchers and practitioners about current trends and future opportunities in leveraging XAI to enhance IDS effectiveness, fostering a more transparent and resilient cybersecurity landscape.;106;1;106.0;0.00013598210588705505;0.048892988929889296;0.048892988929889296;0.8908340581453408;0.04889298892988929;0.6382517373807053
AI-Powered IoT: A Survey on Integrating Artificial Intelligence With IoT for Enhanced Security, Efficiency, and Smart Applications;2025;250bd5df73b23933f531aa2c6953910b4373df04;The Internet of Things (IoT) and artificial intelligence (AI) enabled IoT is a significant paradigm that has been proliferating to new heights in recent years. IoT is a smart technology in which the physical objects or the things that are ubiquitously around us are networked and linked to the internet to deliver new services and enhance efficiency. The primary objective of the IoT is to connect all the physical objects or the things of the world under a common infrastructure, allowing humans to control them and get timely, frequent updates on their status. These things or devices connected to IoT generate, gather and process a massive volume of binary data. This massive volume of data generated from these devices is analyzed and learned by AI algorithms and techniques that aid in providing users with better services. Thus, AI-enabled IoT or artificial IoT (AIoT) is a hybrid technology that merges AI with IoT and is capable of simplifying complicated and strenuous tasks with ease and efficiency. The various machine learning (ML) and deep learning (DL) algorithms in IoT are necessary to ensure the IoT network’s improved security and confidentiality. Furthermore, this paper also surveys the various architectures that form the backbone of IoT and AIoT. Moreover, the myriad state-of-the-art ML and DL-based approaches for securing IoT, including detecting anomalies/intrusions, authentication and access control, attack detection and mitigation, preventing distributed denial of service (DDoS) attacks, and analyzing malware in IoT, are also enlightened. In addition, this work also reviews the role of AIoT in optimizing network efficiency, securing IoT infrastructures, and addressing key challenges. Furthermore, it explores cutting-edge technologies like blockchain, 6G-enabled AIoT, federated learning (FL), and hyperdimensional (HD) computing, indicating their potential in advancing IoT and AIoT-driven applications within sectors like healthcare, autonomous systems, and industrial automation. Therefore, based on the plethora of prevailing significant works, the objective of this manuscript is to provide a comprehensive survey that expounds on AIoT in terms of security, architecture, applications, emerging technologies, and challenges.;106;1;106.0;0.00013598210588705505;0.048892988929889296;0.048892988929889296;0.8908340581453408;0.04889298892988929;0.6382517373807053
The technology acceptance model and adopter type analysis in the context of artificial intelligence;2025;919302e9f21383cf196891c18df1f8116aac1330;Introduction Artificial Intelligence (AI) is a transformative technology impacting various sectors of society and the economy. Understanding the factors influencing AI adoption is critical for both research and practice. This study focuses on two key objectives: (1) validating an extended version of the Technology Acceptance Model (TAM) in the context of AI by integrating the Big Five personality traits and AI mindset, and (2) conducting an exploratory k-prototype analysis to classify AI adopters based on demographics, AI-related attitudes, and usage patterns. Methods A sample of N = 1,007 individuals individuals (60% female, M = 30.92, SD = 8.63 years) was collected. Psychometric data were obtained using validated scales for TAM constructs, Big Five personality traits, and AI mindset. Regression analysis was used to validate TAM, and a k-prototype clustering algorithm was applied to classify participants into adopter categories. Results The psychometric analysis confirmed the validity of the extended TAM. Perceived usefulness was the strongest predictor of attitudes towards AI usage (β = 0.34, p < 0.001), followed by AI mindset scale growth (β = 0.28, p < 0.001). Additionally, openness was positively associated with perceived ease of use (β = 0.15, p < 0.001). The k-prototype analysis revealed four distinct adopter clusters, consistent with the diffusion of innovations model: early adopters (n = 218), early majority (n = 331), late majority (n = 293), and laggards (n = 165). Discussion The findings highlight the importance of perceived usefulness and AI mindset in shaping attitudes toward AI adoption. The clustering results provide a nuanced understanding of AI adopter types, aligning with established innovation diffusion theories. Implications for AI deployment strategies, policy-making, and future research directions are discussed.;104;1;104.0;0.00013598210588705505;0.04797047970479705;0.04797047970479705;0.8908340581453408;0.047970479704797044;0.6379749846131777
Integrating artificial intelligence with mechanistic epidemiological modeling: a scoping review of opportunities and challenges;2025;53e520676aaa8a12c4b33d9b8d8674678cfe0d1e;Integrating prior epidemiological knowledge embedded within mechanistic models with the data-mining capabilities of artificial intelligence (AI) offers transformative potential for epidemiological modeling. While the fusion of AI and traditional mechanistic approaches is rapidly advancing, efforts remain fragmented. This scoping review provides a comprehensive overview of emerging integrated models applied across the spectrum of infectious diseases. Through systematic search strategies, we identified 245 eligible studies from 15,460 records. Our review highlights the practical value of integrated models, including advances in disease forecasting, model parameterization, and calibration. However, key research gaps remain. These include the need for better incorporation of realistic decision-making considerations, expanded exploration of diverse datasets, and further investigation into biological and socio-behavioral mechanisms. Addressing these gaps will unlock the synergistic potential of AI and mechanistic modeling to enhance understanding of disease dynamics and support more effective public health planning and response. Artificial intelligence has the potential to improve epidemiological models of infectious diseases by incorporating diverse data sources and complex interactions. Here, the authors conduct a scoping review of the use of artificial intelligence in mechanistic models to summarise methodological advancements and identify research gaps.;104;1;104.0;0.00013598210588705505;0.04797047970479705;0.04797047970479705;0.8908340581453408;0.047970479704797044;0.6379749846131777
Artificial Intelligence Adoption in SMEs: Survey Based on TOE–DOI Framework, Primary Methodology and Challenges;2025;b447f92c15e3a7364fc6f0153987bbddbdf384e6;Despite the transformative potential of artificial intelligence (AI), small and medium-sized enterprises (SMEs) continue to face significant challenges in its effective adoption. While prior studies have emphasized strategic benefits and readiness models, there remains a lack of operational guidance tailored to SME realities—particularly regarding implementation barriers, resource constraints, and emerging demands for responsible AI use. This study presents an analysis of AI adoption in SMEs by integrating the technology–organization–environment (TOE) framework with selected attributes from the diffusion of innovations (DOI) theory to examine adoption dynamics through a dual structural and perceptual lens. Empirical insights from sectoral and regional contexts are also incorporated. Ten critical challenges are identified and analyzed across the TOE dimensions, ranging from data access and skill shortages to cultural resistance, infrastructure limitations, and weak governance practices. Notably, the framework is expanded to incorporate responsible AI governance and democratized access to generative AI—particularly open-weight large language models (LLMs) such as LLaMA, DeepSeek-R1, Mistral, and FALCON—as emerging technological and ethical imperatives. Each challenge is paired with actionable, context-sensitive solutions. The paper is a structured, literature-based conceptual analysis enriched by empirical case study insights. As a key contribution, it introduces a structured, six-phase roadmap methodology to guide SMEs through AI adoption—offering step-by-step recommendations aligned with technological, organizational, and strategic readiness. While this roadmap is conceptual and has yet to be validated through field data, it sets a foundation for future diagnostic tools and practical assessments. The resulting study bridges theoretical insight and implementation strategy—empowering inclusive, responsible, and scalable AI transformation in SMEs. By offering both analytical clarity and practical relevance, this study contributes to a more grounded understanding of AI integration and calls for policies, ecosystems, and leadership models that support SMEs in adopting AI not merely as a tool, but as a strategic enabler of sustainable and inclusive innovation.;103;1;103.0;0.00013598210588705505;0.047509225092250924;0.047509225092250924;0.8908340581453408;0.047509225092250924;0.6378366082294138
Artificial Intelligence-Powered Materials Science;2025;a64febd0c3e0d9b6b5705628ac418ff3f4025cf8;A detailed exploration is provided of how artificial intelligence (AI) and machine learning techniques are applied across various aspects of materials science. Major challenges in AI-driven materials science are evaluated. Novel case studies are incorporated, demonstrating their impact on accelerating material development and discovery. A detailed exploration is provided of how artificial intelligence (AI) and machine learning techniques are applied across various aspects of materials science. Major challenges in AI-driven materials science are evaluated. Novel case studies are incorporated, demonstrating their impact on accelerating material development and discovery. The advancement of materials has played a pivotal role in the advancement of human civilization, and the emergence of artificial intelligence (AI)-empowered materials science heralds a new era with substantial potential to tackle the escalating challenges related to energy, environment, and biomedical concerns in a sustainable manner. The exploration and development of sustainable materials are poised to assume a critical role in attaining technologically advanced solutions that are environmentally friendly, energy-efficient, and conducive to human well-being. This review provides a comprehensive overview of the current scholarly progress in artificial intelligence-powered materials science and its cutting-edge applications. We anticipate that AI technology will be extensively utilized in material research and development, thereby expediting the growth and implementation of novel materials. AI will serve as a catalyst for materials innovation, and in turn, advancements in materials innovation will further enhance the capabilities of AI and AI-powered materials science. Through the synergistic collaboration between AI and materials science, we stand to realize a future propelled by advanced AI-powered materials.;103;1;103.0;0.00013598210588705505;0.047509225092250924;0.047509225092250924;0.8908340581453408;0.047509225092250924;0.6378366082294138
Machine Learning and Artificial Intelligence in Nanomedicine;2025;22d3db0891e5c7615cc458405b816c46895a8482;ABSTRACT Nanomedicine harnesses nanoscale materials, such as lipid, polymeric, and inorganic nanoparticles, to deliver diagnostic or therapeutic agents for cancer, infectious disease, and neurological disorders, among others. However, translating promising nanoparticle designs into clinically approved products remains a challenge. Factors such as particle size, surface chemistry, and payload interactions must be optimized, and preclinical results often fail to predict human efficacy. In recent years, artificial intelligence (AI) and machine learning (ML) have emerged as transformative tools to address these hurdles at every stage of nanomedicine development. By rapidly screening extensive libraries and extracting structure–function relationships, AI‐driven models can rationalize nanoparticle formulation, predict biodistribution, and guide optimal design. Techniques like high‐throughput DNA barcoding and automated liquid handling facilitate robust, large‐scale data collection, feeding into computational pipelines that expedite discovery while reducing reliance on resource‐intensive trial‐and‐error experiments. AI‐based platforms also enable improved modeling of protein corona formation, which profoundly affects nanoparticle immunogenicity and cellular uptake. Despite these advances, challenges persist in data standardization, model generalizability, and establishing a clear regulatory framework since no dedicated U.S. Food and Drug Administration (FDA) guidance addresses the intersection of AI and nanomedicine. Overcoming these limitations requires harmonized data sharing, rigorous in vivo validation, and clear ethical and regulatory guidelines. This review summarizes the rapidly evolving landscape of AI in nanomedicine, highlighting key successes in design and preclinical prediction, as well as persistent obstacles to full‐scale clinical integration. By illuminating these dynamics, we aim to chart a more efficient path forward in developing next‐generation nanomedicine.;103;1;103.0;0.00013598210588705505;0.047509225092250924;0.047509225092250924;0.8908340581453408;0.047509225092250924;0.6378366082294138
Artificial intelligence in public health: promises, challenges, and an agenda for policy makers and public health institutions;2025;bc15e1c6413061d5d007c2f28261e8f79b6a7749;Summary Artificial intelligence (AI) can rapidly analyse large and complex datasets, extract tailored recommendations, support decision making, and improve the efficiency of many tasks that involve the processing of data, text, or images. As such, AI has the potential to revolutionise public health practice and research, but accompanying challenges need to be addressed. AI can be used to support public health surveillance, epidemiological research, communication, the allocation of resources, and other forms of decision making. It can also improve productivity in daily public health work. Core challenges to its widespread adoption span equity, accountability, data privacy, the need for robust digital infrastructures, and workforce skills. Policy makers must acknowledge that robust regulatory frameworks covering the lifecycle of relevant technologies are needed, alongside sustained investment in infrastructure and workforce development. Public health institutions can play a key part in advancing the meaningful use of AI in public health by ensuring their staff are up to date regarding existing regulatory provisions and ethical principles for the development and use of AI technologies, thinking about how to prioritise equity in AI design and implementation, investing in systems that can securely process the large volumes of data needed for AI applications and in data governance and cybersecurity, promoting the ethical use of AI through clear guidelines that align with human rights and the public good, and considering AI's environmental impact.;99;1;99.0;0.00013598210588705505;0.04566420664206642;0.04566420664206642;0.8908340581453408;0.04566420664206642;0.6372831026943585
Artificial intelligence adoption dynamics and knowledge in SMEs and large firms: A systematic review and bibliometric analysis;2025;8d4df954b4dd57b9055c0a098cb24da6981e0d59;Artificial intelligence (AI) has quickly emerged as a top technological priority for companies in various sectors, radically altering business operations. However, the existing literature reveals a fragmented and inconsistent understanding of AI adoption dynamics between small and medium enterprises (SMEs) and larger, well-established firms. This dichotomy of the existing research raises important questions about whether the AI tools and application modalities used by these companies are inherently similar or if significant differences exist in their implementation and outcomes due to varying organizational sizes. This study evaluates whether small and large firms ’ efforts toward implementing AI differ significantly using bibliometric analysis and a systematic literature review from the Web of Science and Scopus databases. A total of 78 peer-reviewed articles were analyzed and categorized states and trends into 10 dimensions: (1) technology readiness, (2) customization, (3) AI tools and needs, (4) data requirements, (5) skills and competencies, (6) financial readiness, (7) management support, (8) market and competitive pressure, (9) partnership and collaboration, and (10) regulatory compliance, based on the technology – organization – environment (TOE) theoretical model. A bibliometric mapping approach was adopted to visualize bibliometric data using VOSviewer. The review brings together collective insights from several leading expert contributors to emphasize areas where SMEs need additional support to fully leverage AI technologies. The results provide pragmatic insights for policymakers, helping them develop tailored approaches for both SMEs and large enterprises to meet their unique needs while acknowledging AI ’ s undeniable role in competitiveness and growth.;94;1;94.0;0.00013598210588705505;0.043357933579335796;0.043357933579335796;0.8908340581453408;0.04335793357933579;0.6365912207755393
Factors influencing academic staff satisfaction and continuous usage of generative artificial intelligence (GenAI) in higher education;2025;c7ab699d291e63dd99b3b45428a6702c9ed5b8a4;Generative Artificial Intelligence (GenAI) tools hold significant promises for enhancing teaching and learning outcomes in higher education. However, continues usage behavior and satisfaction of educators with GenAI systems are still less explored. Therefore, this study aims to identify factors influencing academic staff satisfaction and continuous GenAI usage in higher education, employing a survey method and analyzing data using Partial Least Squares Structural Equation Modeling (PLS-SEM). This research utilized the Unified Theory of Acceptance and Use of Technology (UTAUT) and the Expectation Confirmation Model (ECM) as its theoretical foundations, while also integrating ethical concerns as a significant factor. Data was collected from a sample of 127 university academic staff through an online survey questionnaire. The study found a positive correlation between effort expectancy, ethical consideration, expectation confirmation, and academic staff satisfaction. However, performance expectancy did not show a positive correlation with satisfaction. Performance expectancy was positively related to the intention to use GenAI tools, while academic staff satisfaction positively influenced the intention to use GenAI. The social influence did not correlate positively with the use of GenAI. Security and privacy were positively associated with staff satisfaction. Facilitation conditions also positively influenced the intention to use GenAI. The findings of this study provide valuable insights for academia and policymakers, guiding the responsible integration of GenAI tools in education while emphasizing factors for policy considerations and developers of GenAI tools.;92;1;92.0;0.00013598210588705505;0.042435424354243544;0.042435424354243544;0.8908340581453408;0.042435424354243544;0.6363144680080116
Thematic Analysis and Artificial Intelligence: A Step-by-Step Process for Using ChatGPT in Thematic Analysis;2025;0cc88cef19caa4a22639e2393407258489aa61fb;This study sets out how to use generative artificial intelligence (AI) in the six steps of systematic thematic analysis. It leverages AI to address the limitations of traditional thematic analysis. This paper developed prompts (inputs) for ChatGPT (a generative AI chatbot based on a large language model) that are based on many researchers’ discussions and criticisms of qualitative data analysis. The contributions of this paper are twofold. First, it addresses a critical research gap by showcasing ChatGPT prompts for each step of the six steps of systematic thematic analysis, which also addresses researcher training in thematic analysis. Second, it contributes to the development of input to train AI in thematic analysis, including a description of how to familiarize an AI system with the context of a research study and the researcher’s methodological and theoretical considerations, this approach helps to reduce human bias and improves accountability and transparency in thematic analysis.;88;1;88.0;0.00013598210588705505;0.04059040590405904;0.04059040590405904;0.8908340581453408;0.04059040590405904;0.6357609624729562
Adapting educational practices for Generation Z: integrating metacognitive strategies and artificial intelligence;2025;6df90cc4e1a88c6f19249c59f8fcc91b0e9e31ca;The educational landscape is evolving rapidly due to the technological transformations brought by the digital age, necessitating innovative approaches to engage Generation Z learners. This study explores the specific educational needs of Generation Z, defined as individuals born between 1997 and 2012, and examines the role of metacognitive strategies and artificial intelligence (AI) in enhancing their learning experiences. A systematic literature review was conducted using academic databases such as Google Scholar, Scopus, and PsycINFO to identify 121 relevant studies published between 2000 and 2024. The review focused on research articles that addressed motivation, engagement, self-regulation, and cognitive processes in digital learning environments. The results reveal that active learning strategies such as project-based learning and formative assessment significantly enhance engagement and autonomy in Generation Z students. Furthermore, the integration of AI technologies provides personalized learning paths and real-time feedback, supporting self-regulated learning. However, over-reliance on AI poses risks to the development of critical thinking and self-regulatory skills. The study concludes by proposing a balanced approach to AI integration, suggesting that it should complement human guidance to foster holistic student development. Future research should explore the long-term effects of AI on cognitive development and the design of inclusive AI tools that cater to diverse learners.;88;1;88.0;0.00013598210588705505;0.04059040590405904;0.04059040590405904;0.8908340581453408;0.04059040590405904;0.6357609624729562
Artificial Intelligence in Medical Education: Transforming Learning and Practice;2025;d40a946fe7468c91e81adece1393bee9fe16a016;Artificial intelligence (AI) is reshaping medical education by enhancing learning strategies, improving training efficiency, and offering personalized educational experiences. Traditional teaching methods, such as classroom lectures and clinical apprenticeships, face numerous challenges, including information overload, teaching quality variability, and standardisation difficulties. AI presents innovative, data-driven, and adaptive solutions to overcome these limitations, making medical training more effective and engaging. This study explores how AI can be applied in the field of medical education, also focusing on personalized learning, virtual simulations, assessment methods, and curriculum development. Additionally, it examines the challenges and ethical concerns surrounding AI integration in medical training. A comprehensive literature review was conducted to analyze various AI-driven advancements in medical education. The study delves into adaptive learning platforms, AI-powered simulations, automated assessments, and chatbot-assisted learning. It also reviews recent technological developments to assess AI's impact on medical training and its future potential. AI enhances medical education by tailoring learning experiences to individual student performance, thereby improving knowledge retention and engagement. Virtual simulations and augmented reality provide immersive, hands-on training in a safe environment. Automated assessments facilitate efficient evaluation by offering instant feedback and grading, while AI-driven chatbots assist students in self-directed learning and clinical decision-making. Additionally, AI aids in developing dynamic, data-driven curricula that evolve with the latest medical advancements. However, concerns about data privacy, bias in various AI algorithms, over-reliance on technology, and accessibility disparities must be addressed. AI revolutionises medical education by fostering efficiency, interactivity, and personalized learning. However, its responsible implementation requires addressing ethical and logistical challenges. Future research should focus on ensuring AI fairness, equitable access, and integration with immersive technologies to optimize medical training further.;86;1;86.0;0.00013598210588705505;0.03966789667896679;0.03966789667896679;0.8908340581453408;0.03966789667896678;0.6354842097054286
Artificial intelligence-driven distributed acoustic sensing technology and engineering application;2025;20b9d366cae4c70aa4f46267fe1ee9686a57fa0c;Distributed acoustic sensing (DAS) technology is a fiber-optic based distributed sensing technology. It achieves real-time monitoring of acoustic signals by detecting weak disturbances along the fiber. It has advantages such as long measurement distance, high spatial resolution and large dynamic range. Artificial intelligence (AI) has great application potential in DAS technology, including data augmentation, preprocessing and classification and recognition of acoustic events. By introducing AI algorithms, DAS system can process massive data more automatically and intelligently. Through data analysis and prediction, AI-enabled DAS technology has wide applications in fields such as transportation, energy and security due to its accuracy of monitoring data and reliability of intelligent decision-making. In the future, the continuous advancement of AI technology will bring greater breakthroughs and innovations for the engineering application of DAS technology, play a more important role in various fields, and promote the innovation and development of the industry.;84;1;84.0;0.00013598210588705505;0.03874538745387454;0.03874538745387454;0.8908340581453408;0.03874538745387454;0.6352074569379009
Challenges and applications of artificial intelligence in infectious diseases and antimicrobial resistance;2025;d61855cd9af93c7328effdb491ada025ce57f8b9;Artificial intelligence (AI) has transformed infectious disease control, enhancing rapid diagnosis and antibiotic discovery. While conventional tests delay diagnosis, AI-driven methods like machine learning and deep learning assist in pathogen detection, resistance prediction, and drug discovery. These tools improve antibiotic stewardship and identify effective compounds such as antimicrobial peptides and small molecules. This review explores AI applications in diagnostics, therapy, and drug discovery, emphasizing both strengths and areas needing improvement.;83;1;83.0;0.00013598210588705505;0.038284132841328415;0.038284132841328415;0.8908340581453408;0.038284132841328415;0.6350690805541371
Artificial Intelligence (AI) – Powered Documentation Systems in Healthcare: A Systematic Review;2025;901a8ffeb118fbb1036460e83acf74e368f9ff8d;Artificial Intelligence (AI) driven documentation systems are positioned to enhance documentation efficiency and reduce documentation burden in the healthcare setting. The administrative burden associated with clinical documentation has been identified as a major contributor to health care professional (HCP) burnout. The current systematic review aims to evaluate the efficiency, quality, and stakeholder opinion regarding the use of AI-driven documentation systems. Using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines a comprehensive search was conducted across PubMed, Embase and Cochrane library. Two independent reviewers applied inclusion and exclusion criteria to identify eligible studies. Details of AI technology, document type, document quality and stakeholder experience were extracted. The review included 11 studies. All included studies utilised Chat generated pretrained transformer (Chat GPT, Open AI, CA, USA) or an ambient AI technology. Both forms of AI demonstrated significant potential to improve documentation efficiency. Despite efficiency gains, the quality of AI-generated documentation varied across studies. The heterogeneity of methods utilised to assess document quality influenced interpretation of results. HCP opinion was generally positive, users highlighted ease of use and reduced task load as primary benefits. However, HCPs also expressed concerns about the reliability and validity of AI-generated documentation. Chat GPT and ambient AI show promise in enhancing the efficiency and quality of clinical documentation. While the efficiency benefits are clear, the challenges associated with accuracy and consistency need to be addressed. HCP experiences indicate a cautious optimism towards AI integration, however reliability will depend on continued refinement and validation of the technology.;82;1;82.0;0.00013598210588705505;0.03782287822878229;0.03782287822878229;0.8908340581453408;0.03782287822878229;0.6349307041703732
